annual_income,loan_amount,loan_term_months,credit_score,autopay_enrolled,target
66968.84,80373.66,36,711,yes,0
113821.52,84102.15,72,728,no,1
41427.9,24496.49,36,426,no,0
83524.47,80124.33,24,693,no,0
73839.51,41319.09,48,406,yes,1
56633.27,27700.95,72,617,yes,0
99707.86,51556.91,36,648,yes,0
77078.41,16278.65,72,573,no,0
25783.98,11315.86,72,494,no,1
96982.91,29723.02,36,550,yes,0
100295.93,56756.83,24,656,yes,0
72396.23,38268.0,48,524,no,0
112591.43,72021.89,48,700,yes,0
95396.52,32187.88,24,515,no,0
103222.86,67757.03,24,768,yes,0
86136.06,50914.78,36,518,no,0
110243.97,47541.55,24,520,yes,1
36252.35,9694.59,36,459,no,0
34112.74,18955.78,36,476,yes,0
111565.35,39409.56,72,574,no,1
102344.67,23542.76,36,583,yes,0
53777.06,60808.49,48,719,yes,0
58025.51,30092.03,24,511,yes,1
76130.19,42412.43,36,483,yes,1
89291.76,67774.28,36,826,yes,0
83989.82,73326.15,24,841,yes,0
33363.95,11900.1,36,373,yes,0
93628.12,68511.18,36,837,yes,0
29982.86,10182.85,24,463,no,1
119082.81,66451.41,36,748,yes,0
64451.96,31413.19,24,571,yes,1
69868.07,55131.39,72,735,no,0
30411.13,6575.18,24,331,yes,1
87061.49,56534.88,72,703,no,1
68838.96,25943.64,36,522,no,1
85454.9,69237.74,48,832,yes,1
105807.89,52658.3,36,502,no,0
101692.76,60861.13,60,797,no,0
79098.55,21620.62,36,486,yes,1
64571.94,45227.31,24,716,yes,1
76668.39,46963.4,48,590,yes,0
86932.57,89941.1,24,747,no,0
98346.17,47634.23,60,701,yes,1
36115.85,10104.01,24,603,yes,0
115052.0,38865.37,36,547,no,1
53836.5,20922.74,48,573,yes,1
32239.42,18460.48,24,388,no,1
76293.66,50762.46,36,660,no,1
38679.18,14538.69,24,307,no,1
28963.09,16717.59,72,536,yes,1
41693.54,8984.64,24,325,no,1
94833.67,71641.07,60,748,no,0
95314.57,49872.75,24,559,yes,1
57808.97,24641.76,24,410,no,0
35583.15,16327.5,36,311,yes,1
92176.48,60518.44,36,747,no,0
114202.48,86099.09,36,744,no,1
71398.7,86248.57,48,701,yes,1
26621.78,6853.88,84,567,no,1
78014.87,33676.86,84,430,yes,1
108721.13,83084.02,36,740,no,1
101518.34,38153.46,48,512,no,1
67853.6,43823.48,24,638,no,0
69860.5,39496.38,36,451,yes,1
85128.65,50270.76,24,704,yes,0
105265.24,85414.47,72,850,no,0
113708.87,89380.6,24,773,yes,0
69124.32,78295.83,60,747,yes,0
34894.82,19224.38,36,470,no,0
25751.27,5327.13,36,588,yes,1
103904.14,87581.91,24,734,yes,1
43192.38,9322.94,48,337,no,1
29143.22,12759.43,24,557,yes,1
56546.7,14951.05,60,595,no,1
103479.8,82291.81,24,659,yes,1
116219.37,69685.93,48,682,yes,0
100722.16,64432.2,24,725,yes,0
64805.83,24626.31,48,427,yes,0
60299.11,14215.26,72,544,yes,1
113612.38,76898.69,48,785,no,0
58130.39,24768.56,72,585,yes,1
66179.55,36383.63,24,660,yes,0
82992.69,69208.93,48,657,no,0
44358.55,34631.06,36,628,no,1
63927.31,62908.78,36,707,no,0
88982.17,78103.94,84,748,yes,1
79903.84,47851.81,24,459,no,1
27174.33,20695.58,48,635,yes,0
114054.04,84539.64,24,835,yes,0
65720.89,30369.63,60,558,yes,1
111702.68,72748.47,24,633,yes,1
31154.91,23463.89,24,645,yes,0
102287.67,55704.32,84,503,no,1
114726.91,66743.68,60,627,no,1
115365.54,40578.65,48,556,yes,1
59924.48,18265.43,24,502,yes,1
33801.94,18539.94,36,524,yes,1
74112.07,20027.4,48,639,no,0
115245.89,76948.74,24,684,yes,1
65478.29,34319.44,48,673,yes,0
76855.26,16547.06,24,592,yes,1
87477.99,62485.97,36,710,yes,1
38667.29,12277.12,48,557,yes,1
110202.25,40258.84,48,578,yes,1
70962.47,32243.18,24,495,yes,1
26391.21,12809.72,72,319,no,1
29161.5,13706.75,24,301,yes,0
69967.21,43939.14,24,688,no,1
112350.13,71383.33,48,712,yes,0
100631.87,40199.47,48,627,no,1
111883.84,53663.12,48,664,no,1
96135.2,75086.41,60,724,yes,0
44804.58,9679.28,36,309,no,0
85481.53,76673.54,72,688,yes,1
93336.51,70873.96,24,647,no,0
42135.32,10322.54,24,535,yes,1
33883.17,19645.17,48,500,no,0
59381.61,22371.73,24,534,yes,1
109247.33,32916.29,24,642,yes,0
80588.82,67098.38,48,708,yes,1
69093.08,38059.07,24,521,no,0
48379.4,12614.09,36,587,no,0
58701.57,58361.71,48,692,yes,0
88870.91,73229.63,36,699,yes,1
53877.77,43958.61,24,707,yes,0
61280.04,56327.43,84,657,yes,1
56686.83,37300.68,36,696,yes,0
88590.17,55571.59,48,772,yes,1
43768.96,33054.7,84,647,yes,0
65956.03,35726.59,24,687,yes,0
26831.34,9023.43,36,607,no,0
104597.36,61415.5,36,617,yes,1
78148.37,41743.22,60,566,yes,1
43409.1,18755.37,24,351,yes,1
77435.75,18962.19,24,535,yes,0
111360.83,73506.09,72,718,no,0
58983.3,26232.06,48,626,no,0
40109.26,22538.64,24,470,yes,1
56863.71,29353.08,48,514,yes,0
72560.8,40794.37,24,584,no,1
104195.17,75995.15,48,656,no,0
92335.44,43778.85,36,707,no,0
68762.64,30725.28,48,666,yes,0
106201.86,83762.84,36,698,yes,0
35986.96,20617.05,48,628,yes,0
48639.65,12474.44,84,308,no,1
104582.9,83066.46,48,683,yes,1
85263.23,50174.32,48,634,no,0
79580.39,42410.79,48,565,no,0
29937.62,7229.71,36,578,yes,1
106686.42,36822.22,48,661,yes,1
119283.16,71997.97,36,533,yes,0
112184.29,77392.69,60,768,no,0
57526.86,23996.42,60,412,no,1
114132.38,66660.12,24,797,no,1
78979.07,33001.42,48,686,no,0
119407.11,83623.78,36,629,yes,1
93212.05,44934.41,24,583,yes,1
84906.55,83690.85,24,770,yes,0
58584.27,36902.9,24,646,no,0
111790.78,81912.56,24,791,yes,1
94995.88,40080.53,36,513,no,1
61341.46,68277.34,48,703,yes,0
67590.99,19072.37,36,436,no,1
30924.65,7526.75,84,576,no,1
53365.02,14768.47,36,636,no,1
27580.6,9939.96,24,439,yes,1
116616.01,40750.7,72,529,yes,1
108633.26,59531.39,24,557,yes,1
84723.98,56145.03,36,600,no,1
71628.85,34707.73,36,708,yes,0
87755.83,71860.04,24,706,yes,1
110656.33,61569.71,36,771,yes,1
104654.64,51213.65,48,722,yes,0
75279.51,34531.51,48,471,no,1
106884.77,64011.02,36,798,yes,0
44832.12,14153.23,72,585,yes,1
81302.35,55702.91,24,610,yes,0
35098.5,13591.83,36,407,no,1
63778.25,28026.77,84,548,no,1
91892.13,82277.39,36,738,no,0
119288.47,67240.39,72,518,no,0
65818.13,54706.93,24,749,no,0
49365.77,29318.11,24,549,yes,1
106365.11,66675.18,36,795,no,1
71483.05,20534.42,24,578,no,1
115937.1,76584.87,60,775,yes,0
107230.55,61330.09,24,514,yes,0
104580.02,88473.12,36,654,yes,0
78149.15,37729.85,36,435,yes,1
40094.85,10088.9,48,497,no,1
95297.76,81082.71,72,723,yes,1
90807.12,68249.84,72,675,no,1
94333.55,66416.87,60,834,yes,0
118355.7,52012.36,24,693,no,1
81538.74,27918.26,48,531,yes,1
108314.96,89984.2,36,768,yes,0
57511.1,19132.41,60,507,yes,1
114557.06,68837.6,24,750,yes,0
115389.81,50071.31,60,508,yes,1
116079.26,75790.34,24,761,yes,0
34486.96,11613.31,24,566,no,0
67659.53,66077.09,24,695,yes,1
43883.61,34755.13,36,639,no,1
119397.76,55720.32,72,678,no,1
85360.43,19467.16,84,595,yes,0
54095.78,40002.74,24,622,no,1
102996.51,58492.51,24,761,yes,1
101175.95,57793.83,24,720,yes,0
25084.01,12304.41,24,449,yes,0
108377.8,72718.26,24,795,yes,0
52691.08,30682.71,84,417,yes,1
111218.93,70313.77,36,662,yes,0
92432.49,37296.2,48,602,no,0
45998.07,21118.68,72,338,yes,1
67914.44,33553.25,24,599,no,1
105426.16,79510.06,60,810,yes,1
88491.48,57724.71,24,686,no,0
114210.25,73668.02,36,699,yes,0
26082.43,7070.67,72,543,no,1
82590.17,55778.02,36,764,yes,0
36866.75,17843.81,24,305,no,0
30632.96,7063.13,84,474,no,1
107139.74,48591.77,24,655,yes,0
54876.51,28071.01,24,412,yes,1
117480.95,45637.39,24,656,yes,1
39478.08,12199.11,24,598,yes,1
66217.08,74165.76,24,712,yes,1
109802.86,60053.23,24,704,yes,0
66672.65,20521.57,24,488,no,0
112637.64,65840.14,24,815,yes,1
72300.41,31855.01,24,424,yes,1
67274.75,29575.04,24,662,no,0
74153.05,23158.73,36,522,yes,0
91024.42,64514.13,36,779,yes,0
54218.94,24279.4,60,601,yes,0
105929.43,52394.76,48,557,no,1
47950.55,22583.98,36,573,yes,0
44013.61,20974.83,72,533,no,1
50542.95,38997.04,24,646,no,1
55155.1,25661.92,48,569,yes,1
55074.45,19115.81,36,592,yes,0
111851.22,43663.42,36,617,no,0
107139.84,85611.38,24,831,yes,1
77630.51,26698.03,24,629,no,0
95337.87,59690.88,24,765,yes,1
118012.13,74539.74,48,614,yes,0
64580.22,24278.46,72,524,no,1
95283.62,88890.41,36,709,yes,0
71710.58,21454.47,48,617,no,1
99203.73,66457.75,24,771,yes,0
65630.34,50904.12,24,601,yes,0
32414.34,16251.26,60,478,no,1
43640.57,20664.23,36,301,yes,1
60473.44,48636.4,36,710,yes,0
98407.53,69473.13,60,695,yes,0
34034.67,19420.59,24,455,no,0
75571.19,23637.58,24,471,yes,0
102442.98,50999.8,72,511,yes,1
112309.34,68611.89,36,743,yes,0
112439.81,60060.77,48,730,yes,0
85312.51,67501.55,36,831,yes,0
119675.69,78386.33,36,733,yes,0
65476.77,58905.78,36,675,no,0
69860.5,39496.38,36,451,yes,0
53038.0,49567.5,60,741,yes,0
102053.08,33903.12,60,647,yes,1
108610.07,77051.61,48,828,yes,0
29906.76,13600.84,36,505,no,0
34449.71,8299.81,48,541,no,1
103373.57,84662.85,60,674,yes,0
98307.57,63643.01,24,740,yes,0
91022.48,58337.61,24,756,yes,0
113464.95,78611.21,84,739,yes,1
84411.68,48025.69,72,661,no,0
60359.62,47199.06,36,640,yes,0
32393.53,13438.13,24,397,no,1
79674.74,43135.44,24,639,yes,1
109780.83,58524.02,36,737,yes,0
89356.9,30661.76,24,517,yes,0
112679.12,81407.26,24,818,yes,1
49600.05,20856.67,24,361,yes,1
70578.34,24101.85,36,625,yes,0
92096.36,87270.35,72,712,yes,1
32644.79,18815.62,24,460,yes,1
66581.78,14780.34,60,427,no,1
101269.1,35792.13,48,515,no,0
34998.06,16691.95,36,366,no,1
107614.25,65175.75,24,838,yes,1
49326.92,29489.3,24,431,yes,0
110484.92,85922.83,24,711,yes,1
115023.03,52624.76,72,657,yes,1
100990.95,32396.35,24,531,yes,0
76267.15,28538.97,24,498,no,1
110797.43,67933.19,72,797,yes,0
103924.01,46110.54,48,604,no,0
107410.37,43988.12,24,579,yes,1
65282.8,32333.79,48,735,yes,0
57642.51,64455.47,24,720,yes,0
115228.16,68084.62,72,763,yes,1
111976.3,63980.63,24,674,yes,0
39810.86,13951.0,48,317,yes,0
25846.97,6645.34,36,316,no,0
54394.62,23499.68,60,447,yes,1
33473.48,16633.29,72,576,no,0
89098.97,22589.12,36,516,no,0
35894.11,9841.82,60,518,yes,1
102796.07,55047.8,48,648,yes,0
65652.92,14853.58,60,569,yes,1
108127.53,63804.7,72,772,yes,0
99004.14,43500.82,24,557,no,1
116665.31,77213.5,24,819,yes,1
45495.22,23015.17,72,404,no,1
85120.24,89326.37,36,828,yes,0
69463.38,25877.16,24,596,yes,1
67419.82,24932.19,48,499,yes,0
80284.44,67608.07,24,814,yes,1
80475.45,61032.91,24,825,yes,1
57519.11,34577.31,36,527,no,1
77995.67,32142.08,72,498,no,1
75828.91,45599.16,36,608,no,1
79829.4,31211.21,24,604,yes,1
53752.35,59934.3,84,726,no,1
119487.76,78575.63,24,839,yes,0
89672.8,62680.54,48,741,yes,1
92607.2,67226.34,60,835,yes,0
90543.83,28642.35,84,645,no,1
49426.99,25166.15,24,578,no,1
42585.86,15198.3,48,502,yes,1
82461.03,54805.38,36,800,no,0
87710.03,21379.27,48,504,no,1
86813.33,49189.99,72,789,yes,1
117544.19,60464.39,36,512,no,0
36957.07,7979.82,24,453,no,0
50437.55,21188.7,36,671,yes,0
57780.32,20095.66,24,466,no,1
63237.0,28865.16,24,527,yes,0
32295.32,11028.36,84,492,no,1
36517.73,18437.06,24,592,no,0
105991.89,56058.4,24,667,no,1
107106.54,80697.11,36,828,yes,0
116677.18,48193.5,24,525,yes,0
79044.5,33503.79,24,474,yes,0
26197.03,15342.99,36,531,no,1
27993.43,13817.7,36,551,no,1
64677.66,44210.24,48,738,yes,0
98288.3,62978.28,72,603,yes,1
85860.68,87721.84,60,713,yes,0
115171.73,53633.26,36,610,no,0
91690.21,19207.75,24,576,yes,0
64273.2,18113.46,60,603,yes,0
53066.26,11753.03,72,448,no,1
42198.28,10778.42,24,560,yes,1
91234.97,26633.14,72,609,yes,1
59477.08,66453.33,48,721,yes,1
100307.2,62951.23,24,811,yes,1
42161.13,13349.7,36,410,yes,0
55702.93,38213.68,24,691,yes,1
67593.57,44794.23,48,638,yes,0
89536.53,34535.8,48,554,yes,1
75830.01,48463.64,48,726,no,0
86378.07,48577.63,36,551,no,0
101798.95,75800.57,36,682,yes,1
80565.59,51369.71,24,735,no,1
48742.88,10562.03,72,487,no,1
97969.78,60573.43,60,738,yes,0
108887.37,88423.61,84,791,yes,0
55525.37,24175.14,48,652,yes,0
102753.08,82066.6,24,712,no,0
84315.0,39437.03,48,625,yes,0
67695.98,16597.85,48,585,yes,1
29913.71,17292.6,60,530,no,1
92446.58,22259.77,24,590,yes,0
98073.52,74312.28,36,844,yes,0
51997.34,29094.23,60,401,no,1
83677.58,81880.61,24,780,yes,0
76846.26,18092.98,36,554,no,0
100765.27,68785.94,24,799,no,1
69818.79,27469.62,36,506,yes,0
27246.68,9947.85,72,630,yes,1
97907.49,46884.69,72,745,yes,0
46598.51,17234.5,36,560,yes,1
39082.37,14637.69,36,401,yes,1
59110.84,67761.18,24,713,no,0
98539.07,81584.71,24,850,yes,1
37998.8,20602.26,84,650,yes,1
94555.66,43816.91,24,516,yes,0
74545.54,35647.5,60,567,yes,1
69725.18,23501.0,24,574,no,1
61033.47,35861.2,36,447,yes,1
88558.21,79570.76,84,711,yes,1
99307.35,71732.14,48,711,yes,1
79400.81,26627.64,24,411,no,1
34742.38,20455.45,24,489,no,0
92006.99,65692.58,60,808,yes,0
59916.67,27876.14,48,529,no,1
90470.77,51027.76,48,842,yes,0
89721.53,31472.15,36,549,yes,0
100978.14,79176.98,60,793,yes,1
96490.9,37932.13,48,592,no,1
76052.95,27898.84,48,639,yes,0
88234.05,47750.89,48,714,no,1
47990.06,12108.23,36,393,no,0
98250.43,78208.02,72,746,no,0
88589.16,75815.57,72,818,yes,1
117727.18,72122.5,24,772,no,0
109077.29,63289.59,24,751,no,1
94808.69,46941.74,60,745,yes,1
61259.22,46158.97,36,689,yes,1
58291.91,42541.11,72,642,yes,1
105200.95,65681.83,36,793,yes,1
79567.88,34036.69,48,691,yes,0
104086.96,69459.94,84,667,yes,1
114849.34,74010.91,60,635,yes,0
65907.74,25305.27,60,681,no,0
100481.33,63311.53,24,689,yes,1
83219.88,50537.38,36,693,yes,1
90996.82,75599.54,60,735,yes,0
65341.43,30405.13,24,537,no,1
108475.89,70607.16,48,635,no,0
70559.27,43315.9,48,443,no,1
39841.85,18923.91,48,438,no,0
81357.83,29915.15,24,579,yes,0
115653.43,85353.62,36,789,yes,0
97167.53,68777.58,36,681,yes,0
88828.7,40950.12,84,578,no,0
76693.09,84077.46,48,745,yes,0
87863.71,77668.42,60,787,yes,0
52148.23,29762.83,60,693,no,0
96040.09,35668.21,24,626,no,0
49330.92,12780.54,24,378,no,0
86334.72,20796.21,72,578,yes,0
117023.38,61399.67,36,667,yes,1
70703.86,26151.28,24,518,no,0
91999.21,48175.95,24,597,yes,1
85797.18,35318.07,84,611,no,0
48970.81,23371.99,36,438,yes,0
93342.88,82936.81,24,740,yes,0
66824.99,39734.93,72,564,yes,0
110826.86,65188.74,48,563,no,0
91055.51,33674.37,24,667,no,1
35106.5,15317.95,24,463,yes,0
50276.2,22254.05,72,652,no,1
63458.12,32386.18,24,657,yes,0
44162.53,14591.42,24,441,no,1
57357.99,24562.51,24,423,yes,1
64342.56,26563.51,48,535,no,0
45392.93,14022.8,48,580,no,0
30261.19,9700.84,84,367,no,1
102372.57,63496.24,24,746,no,1
39705.33,8948.77,24,597,yes,1
88947.65,48930.19,24,505,yes,1
77688.06,62121.43,24,733,no,0
68992.8,63720.93,24,739,yes,1
114403.11,71179.23,48,704,no,0
50935.83,16738.41,36,407,no,0
56870.88,38501.77,84,617,yes,1
117175.84,53360.53,36,664,no,0
90584.02,38336.45,24,623,yes,0
28835.63,16324.41,60,439,no,0
79614.64,59546.02,36,612,yes,1
85522.43,39275.76,36,510,yes,1
58521.75,25370.57,36,433,no,1
43205.16,22410.92,36,402,no,1
73470.46,57931.39,48,721,no,0
91975.12,37078.2,72,694,no,1
49993.83,19126.26,48,636,yes,1
68238.42,44243.65,36,719,no,1
108604.51,75554.83,24,620,yes,1
30833.97,12550.05,48,468,no,0
48506.34,21704.54,24,509,yes,0
45911.34,13166.5,48,450,yes,0
76722.12,26460.64,48,657,no,1
47442.7,17906.41,36,517,no,0
37170.16,11809.5,36,649,yes,0
105786.47,46928.9,84,548,no,1
42646.75,10227.34,36,504,yes,1
105550.44,77543.79,48,667,yes,0
63036.21,55031.97,48,699,no,1
79103.26,21924.03,36,643,yes,0
85637.02,37767.7,36,541,no,0
91531.32,59729.99,60,776,no,0
72515.28,60674.61,24,727,yes,0
64745.5,29600.6,36,583,yes,0
79662.28,25216.07,36,476,no,1
106668.35,86672.09,48,718,yes,0
102452.06,67753.25,72,739,yes,0
88032.77,22522.1,72,524,no,1
99095.77,60739.3,48,830,yes,0
41245.07,21388.98,36,603,yes,0
104153.98,57667.17,24,626,yes,0
40340.48,12409.2,24,465,no,0
73002.75,25539.95,24,539,yes,1
40294.08,12898.88,36,306,yes,0
86146.24,64329.15,48,604,yes,0
36797.0,9948.8,48,558,no,0
105973.44,62490.29,24,812,yes,0
93083.74,37749.02,72,561,no,0
73802.29,35202.99,48,672,yes,0
96664.85,87626.05,36,785,yes,0
42799.67,32893.52,48,607,no,1
48927.25,23814.21,36,383,no,1
47192.95,14119.95,72,456,yes,1
52811.42,22430.09,48,439,yes,0
112436.64,62946.26,24,527,yes,1
103486.75,80916.9,24,779,yes,1
106521.82,62350.03,36,520,yes,0
111898.14,89943.22,24,757,no,0
96919.21,85473.45,24,758,yes,1
96450.28,58132.91,48,777,yes,1
67797.59,15258.4,36,444,no,1
42344.45,17406.58,72,341,no,1
68198.7,32372.35,48,420,yes,1
94262.65,88892.42,60,784,yes,0
117191.87,76573.24,84,769,yes,1
80382.43,82810.52,24,826,yes,1
89093.6,42972.27,24,733,yes,1
46748.0,39521.5,72,640,yes,1
74667.04,41235.04,24,571,yes,0
81087.83,74157.17,36,762,yes,0
31409.53,12759.74,36,460,yes,0
52304.04,34592.35,36,728,no,0
92248.18,50293.46,24,584,yes,1
32764.08,16920.87,60,587,no,1
45789.49,14739.44,60,401,no,0
59647.39,66030.86,72,735,yes,0
73795.02,59017.24,72,682,yes,0
82090.64,37914.63,24,556,yes,1
56352.63,15136.22,24,541,yes,1
78039.55,39863.75,24,589,no,0
75850.34,29009.16,48,558,no,0
100341.05,86526.97,72,725,no,1
98334.69,56336.55,60,823,yes,0
57281.69,12879.89,24,467,yes,1
116647.49,68980.31,24,739,yes,0
111125.3,85834.35,60,644,yes,1
45345.35,10004.62,84,564,no,1
94129.0,68726.66,36,676,yes,1
84455.34,72895.17,24,692,no,0
103910.88,32685.71,60,590,yes,0
66676.33,21114.4,36,576,no,0
58391.64,35729.73,60,401,yes,1
77978.67,41195.81,48,744,yes,0
62514.36,15050.11,36,422,yes,0
117719.42,70176.49,24,753,yes,0
104784.69,64661.48,48,676,no,0
83098.67,28795.44,48,545,no,0
58339.45,13314.77,84,416,no,1
30544.07,8657.18,24,411,no,0
86973.11,38632.35,60,550,yes,1
47913.12,22737.29,48,628,no,0
96798.43,82271.82,72,768,yes,0
82936.58,35381.91,48,612,yes,1
97567.74,56192.14,60,664,no,0
58792.48,19694.55,24,432,no,0
95613.25,68960.7,60,607,no,0
94573.54,37457.19,60,681,no,0
105897.71,23381.4,60,553,no,1
102882.64,66894.93,60,625,yes,0
101959.74,55973.39,48,529,yes,0
118604.44,65826.1,36,633,no,0
71703.42,46697.04,24,740,no,0
82164.46,38251.86,48,697,no,0
97710.44,33848.64,84,550,yes,0
62149.31,15783.49,24,598,yes,1
89452.01,68370.0,36,683,no,0
56370.89,16489.7,24,576,yes,1
51780.84,29433.73,36,628,yes,0
29297.92,15294.82,48,505,yes,1
48974.87,26325.03,24,393,yes,1
87252.38,75347.03,24,704,yes,1
56115.93,29479.63,24,655,yes,0
72110.78,64174.09,24,706,no,0
52415.4,25204.98,48,404,no,0
101590.48,88231.6,24,847,yes,0
102953.58,59511.88,48,695,no,0
92720.83,76916.74,48,655,yes,1
109813.89,83127.24,36,828,yes,0
111589.24,59685.29,60,724,yes,1
104236.63,66545.79,36,846,yes,0
61956.44,18120.16,24,435,no,0
53906.01,61633.11,72,712,yes,0
79384.27,31351.27,24,469,no,0
70948.31,28706.47,24,608,yes,1
40679.54,18629.13,84,402,yes,1
73267.82,59254.28,24,630,no,1
81442.12,40555.85,24,615,yes,0
119444.89,33910.94,36,517,no,1
51391.43,17706.75,24,429,no,1
107113.02,59887.76,36,720,yes,0
59219.96,46966.55,36,715,no,0
80340.87,50598.91,36,600,no,1
61289.95,27250.5,72,623,yes,1
118968.79,68177.78,36,566,no,1
107732.91,60139.24,24,667,yes,0
114463.8,77299.79,24,736,no,1
64567.95,27835.01,60,518,no,0
26391.96,5778.82,24,310,no,0
40602.48,21985.99,60,569,yes,1
104256.81,66414.54,72,837,yes,0
63168.59,13697.27,36,478,no,0
81727.32,37227.23,24,681,yes,0
44627.63,27306.99,36,382,no,1
52571.46,18107.35,72,403,no,1
94638.8,80558.61,36,745,yes,1
97783.1,81687.99,84,841,no,1
109181.88,68684.93,24,770,no,0
56629.4,24242.07,36,679,yes,1
72904.85,48546.31,48,736,yes,0
92380.46,36637.38,48,529,no,0
113127.87,48653.89,60,506,yes,1
50128.51,59086.14,36,746,yes,0
67347.78,32792.96,24,636,yes,0
42395.3,9946.91,24,362,no,1
59264.51,51187.74,60,653,yes,0
86914.29,73808.49,36,766,yes,0
62760.88,20312.12,48,456,no,1
81523.61,47165.67,60,524,yes,1
69224.02,35248.81,36,735,yes,0
93384.59,82107.43,24,782,yes,0
55342.77,54338.18,24,690,yes,0
118952.43,55324.54,24,739,yes,1
85233.11,72669.46,72,819,no,0
99577.36,81347.39,24,787,yes,0
70324.6,40732.29,60,606,yes,0
62505.63,21802.21,84,472,yes,0
53114.12,32819.08,60,494,yes,1
35835.33,16162.43,84,590,yes,1
89923.15,51205.66,36,728,yes,0
85898.38,85318.86,36,747,no,0
72488.04,35007.6,60,717,yes,0
94925.63,76242.51,36,747,yes,0
87238.06,84192.35,48,680,yes,0
78035.19,84682.75,60,722,yes,1
71571.15,43933.19,48,633,yes,0
105594.87,58731.76,36,782,no,0
57693.27,12827.55,84,597,yes,1
49999.86,19628.53,84,383,yes,0
99876.99,54800.59,72,778,yes,0
30243.27,11739.02,36,578,no,1
66655.7,18310.01,36,649,no,0
70285.88,25223.56,48,516,yes,1
87785.37,77294.9,24,842,yes,1
58446.71,33356.21,48,496,yes,0
30757.35,9535.78,36,454,yes,0
90028.24,27786.29,72,590,no,1
92814.75,74798.47,24,706,yes,1
78351.75,41238.8,48,670,yes,1
107402.49,89432.43,24,783,yes,0
79619.35,78683.58,84,694,yes,1
58470.92,17410.07,84,538,no,1
76317.74,58977.34,24,622,no,0
78630.88,71020.01,48,727,yes,1
49094.31,25100.47,24,345,yes,1
113842.35,75741.42,36,616,no,0
64841.23,37197.64,60,543,no,1
81441.25,82445.75,60,785,yes,1
110597.77,67700.72,84,797,yes,1
107165.65,81965.55,24,757,no,0
104146.4,82810.17,24,756,yes,1
39270.98,12017.14,36,622,yes,0
97672.5,73812.48,24,725,yes,1
107711.32,79373.82,24,785,yes,0
98348.76,22412.68,48,594,no,1
64820.29,31641.77,84,478,no,1
69054.79,45606.03,72,672,yes,1
30721.56,17142.17,36,461,no,1
48989.41,28142.69,24,331,no,1
112332.65,57035.68,48,690,no,1
38519.3,7972.27,48,393,yes,0
91521.88,77642.77,60,848,yes,0
92333.63,89995.01,24,796,no,0
43553.78,27441.07,24,372,no,0
51409.72,21413.36,36,403,yes,1
102789.91,74748.78,60,700,yes,0
71551.9,32536.69,24,630,no,1
86454.53,65657.15,24,789,yes,1
119852.41,58331.55,84,706,yes,1
109908.52,61811.33,72,631,no,1
91042.88,29365.18,48,514,yes,0
93356.49,63227.09,36,763,yes,1
30405.25,16660.56,24,432,yes,1
85052.63,65487.97,24,650,yes,0
86378.07,48577.63,36,551,no,1
41315.55,9968.73,24,342,no,0
107580.31,31836.9,60,569,no,1
77536.73,43027.44,24,545,yes,1
93077.2,75029.82,84,762,yes,1
99376.18,49774.65,24,652,yes,1
96537.99,87231.18,36,658,no,0
60829.1,23466.84,60,527,yes,1
73886.6,27433.26,36,551,no,0
92137.34,79598.3,24,736,yes,0
41519.8,18261.41,36,324,yes,0
86943.61,55358.53,60,659,yes,0
116439.16,40648.94,36,549,yes,1
108540.71,72632.36,84,786,yes,0
101586.23,53819.74,24,640,no,0
59073.98,44035.08,48,640,yes,0
51804.6,17228.27,36,589,yes,0
60514.81,23645.5,60,671,yes,1
91979.62,53973.46,60,819,yes,0
81668.92,36815.84,48,690,yes,0
118106.06,25330.31,24,543,yes,1
46394.28,18342.27,36,310,no,1
31365.51,7986.32,24,500,no,1
82641.59,63649.3,48,827,yes,0
119085.8,40976.12,36,592,yes,0
108249.52,70668.76,48,774,yes,1
110245.09,80315.54,48,695,no,0
119015.01,79511.54,48,648,no,0
76943.48,37902.6,24,511,yes,1
25308.49,11755.17,24,417,no,1
35571.39,13207.45,24,412,no,1
99298.15,65840.93,84,753,yes,1
86128.56,87374.92,36,728,yes,0
59630.24,19273.1,48,445,no,0
77469.12,25954.31,48,647,yes,0
47978.38,13734.86,48,557,yes,1
77523.29,56998.66,72,740,no,0
113332.93,64613.94,48,611,no,0
118216.93,88219.28,36,807,no,0
80063.43,68226.88,60,686,yes,0
64120.75,19854.21,48,623,yes,0
118550.34,61408.99,48,651,yes,0
74521.99,49260.04,24,629,yes,1
108511.33,72178.3,24,809,yes,1
40852.32,11433.24,84,528,yes,1
41401.43,14021.64,24,365,yes,0
99852.62,79350.63,36,849,yes,0
119260.33,47921.26,24,678,yes,0
103526.12,61285.85,24,720,yes,1
81481.78,35399.35,36,574,no,1
82207.86,89077.45,36,798,yes,0
52816.65,28683.89,36,703,yes,0
108950.11,76796.36,60,760,no,0
89538.43,53112.33,36,752,yes,1
28088.08,16128.98,36,364,no,1
117487.65,66497.64,36,829,yes,1
86775.23,69905.78,24,703,no,0
59049.39,22237.24,84,483,no,0
103239.61,32259.34,48,550,yes,1
93667.52,24375.34,72,542,yes,1
113609.17,60881.11,36,734,yes,1
86009.75,65326.34,60,847,yes,0
69211.92,68068.31,84,720,no,0
74937.91,22132.91,36,510,yes,1
114227.99,65007.39,60,715,yes,0
94305.65,61399.63,60,825,yes,0
48918.6,19940.2,48,616,yes,0
