annual_income,loan_amount,loan_term_months,credit_score,autopay_enrolled,target
56422.27,40893.2,24,709,no,1
72313.2,41699.55,36,679,yes,1
102068.46,30592.34,36,619,no,1
76773.87,29022.07,72,563,yes,1
39404.94,14398.7,36,477,no,1
80493.73,73607.4,24,753,no,1
25836.28,7329.91,60,503,yes,1
42136.15,23529.77,24,412,no,1
104808.94,24746.4,84,567,yes,1
56310.03,31780.23,48,614,yes,1
32077.87,18224.48,36,620,yes,1
26932.12,9024.43,84,490,yes,1
33655.9,12411.65,48,329,no,1
105579.19,52671.72,60,690,yes,1
83874.48,50822.54,72,734,yes,1
103026.72,87963.75,36,662,yes,1
37218.95,8092.04,36,501,no,1
90390.44,35519.34,36,535,no,1
56714.46,18670.42,36,411,yes,1
38361.77,13663.34,48,504,no,1
48509.45,23121.57,36,476,yes,1
56629.4,24242.07,36,679,yes,1
46798.08,21187.47,84,460,no,1
34435.24,19169.36,84,528,no,1
35254.43,10450.01,84,631,yes,1
112809.73,32285.21,72,517,yes,1
111102.16,74620.69,36,651,no,1
66121.99,30601.15,84,462,no,1
27901.27,16233.24,36,315,no,1
39964.76,13369.35,24,593,yes,1
51793.19,23935.48,36,612,yes,1
69470.95,21036.25,48,537,no,1
104586.64,71227.94,24,779,yes,1
37739.14,18262.97,84,508,yes,1
87574.28,55046.57,84,769,yes,1
111626.06,46232.13,72,623,no,1
48024.68,17891.5,36,443,no,1
73794.51,16644.42,36,403,yes,1
57988.99,33827.51,84,615,no,1
31473.26,7984.2,24,390,yes,1
73681.71,28057.91,24,500,no,1
89815.94,52751.92,60,690,no,1
85212.38,70880.4,24,758,yes,1
90137.52,36332.04,24,598,yes,1
88878.53,69613.22,60,630,no,1
77713.26,24720.58,36,607,yes,1
35737.36,29090.69,36,630,no,1
42586.74,9981.25,24,518,no,1
68300.5,24126.37,72,478,no,1
114427.49,64265.84,60,745,yes,1
81368.3,73568.97,24,712,yes,1
36197.27,12495.19,24,554,no,1
32251.99,6610.42,24,420,yes,1
108935.46,72979.79,60,827,yes,1
33087.38,18634.82,84,488,yes,1
64644.28,24331.12,36,466,yes,1
53662.23,21172.04,48,577,yes,1
55139.03,45620.94,24,625,yes,1
55738.14,30844.69,36,555,no,1
32265.8,15419.17,24,495,yes,1
61961.65,52446.77,48,694,no,1
41030.49,21384.82,24,509,yes,1
46607.81,21676.16,24,414,no,1
49772.84,28232.33,84,549,no,1
119395.18,87130.52,24,742,yes,1
118883.72,58785.82,24,584,no,1
73560.55,35039.2,24,400,no,1
30916.06,14740.06,24,546,no,1
50656.37,38335.62,60,707,yes,1
114517.06,63412.56,84,618,yes,1
97140.18,76199.11,24,768,yes,1
91666.06,52580.51,36,729,yes,1
40016.05,24623.17,24,496,yes,1
116618.12,46754.98,24,609,no,1
75408.64,37171.4,48,427,yes,1
39157.72,22340.3,84,460,yes,1
60071.68,35752.59,24,653,yes,1
106236.52,44460.49,24,564,no,1
75935.75,79148.6,24,712,yes,1
53878.25,29392.1,24,441,yes,1
76040.78,39622.58,60,663,no,1
109108.66,26714.08,36,510,yes,1
64697.33,34435.67,36,617,yes,1
82901.18,58540.89,36,758,no,1
77875.9,38964.34,24,421,yes,1
96539.05,56942.27,84,730,no,1
25183.02,8403.72,24,454,no,1
106757.26,82727.21,60,820,yes,1
111357.58,77220.18,60,722,yes,1
31729.06,12733.02,36,629,yes,1
71904.84,18020.44,60,530,no,1
107369.56,62209.36,84,719,yes,1
86434.55,30579.78,36,641,no,1
41958.75,24469.81,24,325,no,1
108742.09,76903.62,24,638,no,1
110163.16,58632.63,24,613,yes,1
88261.54,70046.49,48,667,yes,1
57964.51,56076.38,60,701,yes,1
90475.31,64876.83,24,608,no,1
32004.23,14117.79,60,474,yes,1
53448.64,19850.15,24,400,no,1
40702.59,13202.44,36,359,no,1
26954.04,12237.86,60,596,yes,1
79029.63,58208.96,36,622,yes,1
64862.6,14514.2,72,488,no,1
27797.05,16681.85,24,518,no,1
64428.61,24454.87,36,696,yes,1
114390.47,51430.78,36,529,no,1
37731.66,9933.21,24,377,yes,1
117367.81,70270.88,72,808,yes,1
58874.62,34886.72,48,467,no,1
89021.89,53652.82,24,772,yes,1
104583.2,47982.07,72,736,yes,1
71584.07,22673.05,24,531,yes,1
89563.18,62263.61,84,642,no,1
29020.19,9427.15,72,517,no,1
35104.28,12649.8,48,368,yes,1
109188.27,50051.33,84,577,yes,1
102330.43,33806.11,24,647,yes,1
112909.75,36345.27,36,547,no,1
108380.22,77021.99,72,824,yes,1
78860.85,21327.34,36,598,no,1
83183.34,50694.39,60,818,yes,1
51491.4,19070.52,24,441,no,1
90254.56,51861.36,24,631,yes,1
104137.76,89314.88,24,789,yes,1
28591.88,16688.7,60,344,no,1
79199.25,17030.2,72,491,no,1
25818.78,9226.19,36,373,no,1
119222.47,74235.45,72,773,yes,1
31993.42,16294.59,72,351,no,1
89094.96,71270.8,84,761,no,1
105921.45,63124.71,60,847,yes,1
107663.3,53496.19,48,544,no,1
85915.33,40227.08,36,519,yes,1
116130.62,71071.31,72,834,yes,1
30856.03,17509.62,60,336,no,1
51735.38,24589.87,24,411,no,1
63260.34,32147.2,60,673,yes,1
27427.5,13847.34,36,383,no,1
85192.67,79434.86,36,760,yes,1
106756.13,83958.63,48,621,yes,1
76038.67,49278.51,24,659,yes,1
85617.48,36940.88,48,505,yes,1
98572.71,75358.02,60,659,yes,1
29019.01,9902.26,48,473,no,1
32083.13,8388.3,84,522,yes,1
44602.04,20924.49,24,554,no,1
40068.45,13093.79,24,519,yes,1
65711.66,27595.29,24,488,yes,1
105292.37,59288.88,24,776,yes,1
60104.55,46169.66,72,709,yes,1
119058.36,85147.91,24,721,yes,1
68183.14,41237.98,24,722,no,1
55670.01,28375.94,24,593,yes,1
83081.58,65949.66,84,697,yes,1
104187.59,80702.1,60,758,yes,1
108487.04,82936.6,24,744,yes,1
103586.38,59686.12,36,543,no,1
45782.27,17456.9,72,491,yes,1
109623.04,66460.14,60,792,no,1
86415.15,89062.74,24,684,yes,1
116531.24,56214.28,60,597,yes,1
41021.55,19108.75,72,432,no,1
36651.79,22408.6,84,399,no,1
62829.61,27567.28,36,640,yes,1
74349.03,27644.65,60,516,yes,1
76939.15,35312.0,60,650,yes,1
110596.06,70520.24,36,645,no,1
38482.28,15858.29,24,462,yes,1
54527.86,24570.87,72,484,yes,1
69569.9,37852.04,36,562,no,1
107450.31,72242.55,60,618,yes,1
110203.35,73379.07,24,697,yes,1
49100.66,28338.04,24,303,no,1
25368.6,9005.03,72,426,no,1
67668.21,40431.38,24,661,no,1
28279.57,8068.39,84,587,yes,1
67512.64,74730.99,48,703,no,1
54262.9,39900.72,24,641,yes,1
89105.72,31625.38,72,671,yes,1
56277.41,26026.06,24,583,no,1
96847.34,29582.37,36,596,no,1
35891.86,14125.0,72,500,no,1
81885.91,25008.7,36,574,yes,1
87662.52,78275.72,60,829,yes,1
54890.57,24158.95,36,459,yes,1
113371.59,23718.37,72,593,yes,1
88860.61,43353.47,84,703,yes,1
48387.86,26614.72,60,608,yes,1
119963.42,76790.92,36,845,yes,1
71123.87,22346.82,84,627,yes,1
38146.22,10780.78,72,645,yes,1
90049.72,51642.62,72,843,yes,1
39344.35,12282.6,36,517,yes,1
91250.26,54144.09,72,692,yes,1
118128.37,61784.84,72,652,no,1
36777.44,16889.57,24,569,no,1
70342.88,20352.99,36,555,yes,1
87426.36,59287.67,24,764,yes,1
98685.57,69691.39,72,787,yes,1
29296.0,13455.0,60,615,yes,1
37489.31,14960.96,60,437,yes,1
68351.16,27216.44,36,574,no,1
70077.44,34460.11,24,650,yes,1
71782.99,35557.79,72,668,no,1
118665.28,80424.8,72,766,no,1
37632.09,14091.11,60,511,no,1
71643.3,33348.3,60,428,no,1
104242.52,67284.57,72,802,no,1
113954.77,28831.76,60,591,yes,1
69616.35,21818.49,84,485,yes,1
34187.16,14635.33,84,357,yes,1
67609.72,16698.62,36,417,no,1
58944.58,73859.17,24,750,yes,1
112695.67,76071.17,36,803,yes,1
39908.04,12744.8,24,422,no,1
74130.86,35257.93,24,555,yes,1
65581.45,31009.07,72,421,yes,1
30056.81,7622.39,48,388,no,1
85141.06,27193.26,84,552,yes,1
87189.47,37695.23,36,570,yes,1
43071.68,13988.01,36,343,no,1
90157.98,45410.94,72,743,no,1
54376.11,20828.88,84,542,no,1
81956.37,62742.52,24,631,yes,1
111914.67,88868.01,36,825,yes,1
59426.18,24443.73,48,569,no,1
39525.25,17086.41,36,340,no,1
90807.12,68249.84,72,675,no,1
33394.81,14699.29,60,345,no,1
40325.65,13540.82,36,452,no,1
40421.66,18507.27,84,374,yes,1
110373.87,28064.03,36,557,yes,1
89556.33,46417.19,24,625,no,1
86793.02,53870.98,36,636,no,1
34530.23,10639.16,24,423,no,1
107991.89,58435.79,60,595,yes,1
46800.06,23049.75,48,508,no,1
74761.86,46080.89,24,615,no,1
77009.59,43468.84,72,549,yes,1
66550.56,36617.19,24,579,yes,1
86995.63,78290.19,24,730,yes,1
59197.53,18523.24,24,518,yes,1
35514.96,10234.3,72,460,yes,1
58193.19,27585.45,36,592,yes,1
62004.7,38149.32,60,697,yes,1
57904.45,11468.06,24,429,no,1
64248.54,80937.22,84,750,no,1
117156.4,65918.66,24,762,yes,1
119094.28,79035.81,84,787,yes,1
60049.56,64735.97,84,693,yes,1
56834.16,45661.91,60,652,yes,1
53034.12,20087.01,48,401,yes,1
53216.59,71061.67,72,727,no,1
25751.27,5327.13,36,588,yes,1
79689.97,45629.55,24,695,yes,1
95413.9,41195.53,24,511,yes,1
46181.73,26514.37,60,564,yes,1
39669.23,11157.09,84,589,yes,1
106146.86,62754.22,24,752,yes,1
36235.3,18678.69,24,413,yes,1
97394.99,31167.67,36,564,yes,1
103099.27,44891.8,84,613,no,1
83255.07,18562.09,24,509,yes,1
55197.62,18885.79,36,571,no,1
61727.63,29427.46,60,497,yes,1
40426.23,13694.87,24,591,yes,1
88161.76,85561.99,84,709,yes,1
106521.2,70058.71,60,711,yes,1
66326.2,43778.51,24,671,yes,1
34956.53,7250.06,84,518,no,1
96737.38,85582.42,72,710,no,1
106223.78,57857.99,24,847,yes,1
49954.6,19267.8,36,359,no,1
79922.14,27969.12,84,430,yes,1
103483.93,43996.42,60,579,no,1
30361.25,24807.61,48,612,yes,1
65250.22,39536.61,72,454,yes,1
86061.14,68903.34,24,680,yes,1
39261.09,8664.13,36,330,no,1
118862.43,58307.45,48,566,no,1
26427.79,5889.03,60,325,no,1
82022.74,43659.34,48,526,yes,1
103058.9,40955.47,36,694,no,1
30360.92,7937.35,24,503,yes,1
80060.02,32298.1,48,512,no,1
47579.62,37107.22,48,613,yes,1
71139.76,21627.33,60,411,no,1
109467.34,42532.84,84,574,no,1
59386.4,30483.25,36,630,no,1
51975.02,30415.14,24,547,yes,1
35561.44,12998.3,72,636,no,1
104837.86,50893.84,72,703,yes,1
101460.5,55589.56,84,613,yes,1
73651.58,54178.2,24,612,no,1
118679.74,76917.3,24,750,no,1
91640.71,76710.79,24,843,yes,1
69737.04,30800.72,36,467,yes,1
106036.36,59558.32,84,681,yes,1
117190.88,82104.49,24,761,yes,1
87956.28,75113.53,24,724,yes,1
30282.15,22981.38,48,647,yes,1
114506.46,62107.85,24,658,yes,1
67524.45,15763.94,72,427,no,1
106862.11,52056.09,36,557,no,1
102800.37,62320.24,36,615,yes,1
52403.96,26554.39,84,563,yes,1
29660.64,9796.58,72,517,yes,1
102068.96,71486.0,84,750,yes,1
76680.31,57109.67,72,624,no,1
54693.22,21852.75,60,529,no,1
68817.47,87874.2,24,740,yes,1
74475.67,24950.32,84,452,yes,1
102648.88,32450.24,60,515,yes,1
51370.09,25225.1,84,434,yes,1
55077.3,34581.61,84,720,yes,1
80313.46,68213.75,36,664,yes,1
96246.54,22409.37,36,507,no,1
59690.53,14102.26,48,471,no,1
116055.49,66410.37,24,581,yes,1
108973.58,72955.32,72,665,yes,1
77588.51,44987.99,36,503,yes,1
50902.28,29476.98,36,671,yes,1
93487.03,58317.56,36,674,yes,1
77292.87,40070.4,60,705,yes,1
73205.07,23308.9,24,448,yes,1
34818.74,19416.24,60,396,no,1
30599.44,11925.23,36,473,no,1
54506.16,23156.09,36,606,yes,1
63628.16,39335.19,60,452,no,1
92538.68,64821.08,24,749,yes,1
36234.63,12532.56,60,377,yes,1
92929.29,51501.1,72,588,yes,1
62027.74,19950.12,60,412,no,1
74046.38,37897.9,24,726,yes,1
26559.53,8495.72,84,557,yes,1
92860.69,50796.59,48,590,no,1
54963.77,26225.24,36,558,yes,1
74581.87,35334.74,72,428,yes,1
79303.06,45410.11,60,469,yes,1
67983.8,36753.34,24,659,yes,1
80140.55,45608.13,24,797,yes,1
62269.92,20245.75,24,573,no,1
74670.81,26105.6,72,598,no,1
108100.88,45967.53,24,563,no,1
117357.03,69686.53,72,592,yes,1
69017.95,45851.56,48,727,yes,1
87198.68,77394.64,24,831,no,1
90298.95,53268.53,72,801,yes,1
40844.5,22228.38,60,315,no,1
85859.37,50020.23,60,593,yes,1
116345.74,54630.47,72,508,yes,1
47792.63,12610.68,24,342,no,1
47318.05,22240.97,72,454,yes,1
106882.83,39470.22,24,586,yes,1
90147.99,61169.51,24,659,no,1
98294.02,73587.51,48,817,yes,1
101163.24,50545.33,24,691,no,1
56255.11,26290.69,24,580,yes,1
51795.36,22511.33,60,432,yes,1
85875.16,46531.15,36,722,yes,1
94239.62,79983.44,48,612,no,1
95884.71,45181.16,48,710,no,1
44578.7,22067.64,36,594,no,1
60422.83,16146.06,24,401,yes,1
104185.85,58967.08,84,511,no,1
97419.45,67233.22,60,844,yes,1
118824.79,62388.38,84,738,yes,1
92060.47,53062.68,60,800,yes,1
65047.8,29619.63,48,441,no,1
49058.61,17191.46,48,638,yes,1
116914.99,45109.79,60,556,yes,1
118347.8,58106.73,36,638,no,1
73612.4,15318.87,84,479,no,1
39081.96,21043.22,24,645,yes,1
116288.0,80089.71,36,792,yes,1
97687.66,67548.11,24,723,yes,1
58102.62,28682.94,36,575,yes,1
30591.52,15387.62,24,526,no,1
114851.4,57462.23,24,591,yes,1
115690.82,67239.75,60,552,yes,1
33440.65,20947.98,24,577,yes,1
106486.08,81848.06,48,629,yes,1
78879.39,32147.23,48,552,yes,1
97429.56,65762.76,24,661,no,1
53365.26,33957.22,72,634,no,1
89157.45,52707.25,72,551,yes,1
56953.74,33619.05,72,513,no,1
58730.31,12907.09,48,403,no,1
59834.65,51032.4,36,711,yes,1
66952.77,50101.69,36,631,yes,1
51881.45,41905.17,36,721,yes,1
26540.41,6700.08,24,566,yes,1
26699.69,6995.01,36,486,no,1
58308.64,58740.13,36,673,yes,1
34004.98,20129.52,48,361,no,1
74747.58,47502.5,36,660,yes,1
113128.11,74967.12,72,762,yes,1
86085.0,68214.08,48,716,yes,1
58216.99,29831.66,24,418,no,1
45011.25,15767.76,36,522,no,1
58767.67,46823.11,24,699,yes,1
96868.02,54693.57,24,774,yes,1
83647.97,69702.95,36,792,yes,1
46862.03,26968.21,24,587,no,1
58935.72,63045.3,36,685,yes,1
84841.13,58215.61,84,812,yes,1
103892.42,42271.63,72,579,yes,1
40311.02,23695.0,72,425,no,1
43995.56,23966.96,36,548,yes,1
104801.91,80549.09,60,650,yes,1
37949.2,7718.34,36,431,yes,1
112514.15,59004.98,24,687,yes,1
28128.56,11885.49,48,556,yes,1
47799.18,26453.0,24,543,yes,1
33463.65,19553.68,48,554,no,1
113530.23,78805.29,24,746,yes,1
102206.73,33841.66,36,626,yes,1
55810.16,20025.61,72,404,no,1
84225.34,34772.98,24,515,no,1
56309.53,11749.92,36,407,no,1
108896.71,40940.52,36,549,no,1
103603.34,68079.29,72,627,yes,1
91543.88,48583.22,24,639,no,1
44778.67,14760.3,24,589,no,1
113082.36,33346.17,24,525,no,1
73202.86,25969.38,36,434,yes,1
28317.16,16343.86,24,310,yes,1
117104.02,76522.09,24,757,yes,1
110394.28,81578.72,84,687,yes,1
77162.5,41632.26,48,652,no,1
57043.2,45297.89,36,693,yes,1
64295.2,30632.5,84,735,yes,1
63519.91,35204.49,24,638,yes,1
96202.72,58196.3,72,813,yes,1
71954.81,69272.23,60,669,no,1
108065.49,60704.59,24,508,yes,1
82012.23,77475.55,48,663,yes,1
51806.12,26551.49,48,545,no,1
108129.83,61323.65,36,764,yes,1
31293.35,17602.92,84,442,no,1
27699.01,14661.09,24,344,no,1
29336.49,11376.1,84,545,no,1
117276.08,65513.27,48,817,yes,1
82306.63,64053.99,48,647,yes,1
112083.9,35846.33,72,587,no,1
34946.49,25375.79,24,624,no,1
114212.66,42309.07,72,615,yes,1
27829.56,14918.63,24,559,yes,1
73643.03,34227.66,60,526,yes,1
49726.05,10676.89,72,378,yes,1
42287.89,16516.72,24,535,yes,1
101476.78,59600.47,48,787,yes,1
90728.7,40140.2,48,528,yes,1
109478.35,83125.64,48,703,yes,1
51837.29,23676.04,24,503,yes,1
98624.13,23586.51,24,578,no,1
119016.99,75943.11,24,792,yes,1
25381.68,7434.51,24,591,yes,1
58262.1,42601.01,60,674,no,1
80557.23,50974.15,36,649,yes,1
29961.83,9408.64,24,507,yes,1
76720.09,27180.88,24,558,yes,1
71156.72,54474.74,24,711,yes,1
61082.62,25879.61,24,522,no,1
90979.2,68002.03,36,654,no,1
93333.69,73292.83,36,841,yes,1
96633.88,56388.63,60,502,yes,1
94283.32,42088.9,48,569,no,1
100978.14,79176.98,60,793,yes,1
112644.3,89817.74,36,778,yes,1
102632.06,76686.73,36,845,yes,1
104607.51,61897.59,72,760,yes,1
45653.73,31340.05,72,650,no,1
56836.6,61260.6,72,729,yes,1
95738.02,38333.16,72,566,yes,1
69023.28,36565.76,60,716,no,1
95905.14,48720.48,36,596,yes,1
82838.39,71679.94,24,789,yes,1
64647.4,18132.92,84,505,no,1
45862.85,21647.68,36,337,no,1
94465.2,86147.05,48,734,no,1
119027.8,69263.47,24,642,no,1
55314.81,27179.74,36,559,yes,1
73584.92,56142.64,72,608,no,1
54333.32,25777.67,24,576,no,1
66391.02,22997.76,36,604,no,1
66580.58,53599.04,24,712,yes,1
105422.56,23248.83,84,556,no,1
82089.28,59950.49,84,784,yes,1
26081.4,14054.94,72,586,yes,1
83053.48,64785.03,60,835,yes,1
32076.69,14874.45,24,546,no,1
26630.31,8234.39,60,438,yes,1
116982.89,35468.3,24,505,no,1
110215.75,69857.17,36,705,yes,1
107929.29,41518.54,24,510,no,1
28592.5,8103.79,24,353,no,1
93895.42,79414.14,24,626,yes,1
35233.03,18129.04,36,411,yes,1
112708.78,84560.89,84,795,yes,1
95878.2,76428.58,60,781,yes,1
117674.51,57703.42,84,690,yes,1
39947.55,21088.46,48,562,yes,1
74549.13,39275.43,36,458,yes,1
69370.28,38012.16,60,546,no,1
75110.14,82168.16,72,750,no,1
39265.34,19081.84,84,414,no,1
65027.79,27919.98,48,674,yes,1
86571.75,42653.99,72,572,yes,1
118777.3,74641.44,72,817,yes,1
34727.44,19248.41,60,442,yes,1
58386.12,49469.2,48,727,yes,1
96862.01,48810.39,24,594,no,1
109250.03,65948.01,48,821,yes,1
29343.59,13046.55,36,614,yes,1
78397.81,42232.78,84,503,no,1
72966.4,23643.43,84,408,yes,1
102724.24,62914.73,84,670,yes,1
82550.22,48792.42,36,561,yes,1
42070.05,23176.99,48,486,no,1
42175.39,11912.42,36,581,no,1
29249.27,10256.41,48,530,yes,1
63609.28,22477.36,36,597,yes,1
111554.72,39960.34,36,639,yes,1
107047.17,86844.67,24,633,yes,1
69425.63,25579.6,36,446,no,1
34105.94,25568.56,24,610,yes,1
73137.86,51830.45,48,645,no,1
33316.92,18770.04,24,462,yes,1
94845.05,64187.83,48,693,yes,1
73942.67,30073.36,36,459,yes,1
108377.8,72718.26,24,795,yes,1
36213.48,22369.88,60,370,no,1
104478.65,70600.45,84,777,yes,1
33470.75,19076.77,60,578,no,1
78937.96,85496.53,24,702,yes,1
90991.61,61453.02,24,822,yes,1
92621.96,64520.93,36,778,yes,1
106049.37,36048.74,36,637,yes,1
44373.94,21725.69,84,429,no,1
89134.85,74152.13,72,811,yes,1
71775.27,14826.29,60,598,no,1
35773.53,17335.49,48,601,no,1
71982.7,52235.17,84,718,yes,1
97884.76,21639.91,84,508,yes,1
115585.75,69417.88,36,746,yes,1
69278.01,39772.78,48,454,no,1
35865.68,12491.7,36,352,no,1
51267.95,11069.9,24,427,yes,1
108859.34,27300.43,36,564,yes,1
89434.54,73981.99,36,817,no,1
105911.24,55503.15,24,621,yes,1
57620.64,19452.6,72,571,no,1
47790.63,17200.27,48,568,no,1
114979.17,64209.41,36,545,yes,1
32178.99,11411.47,48,405,yes,1
27794.13,14903.4,24,401,yes,1
26220.81,10618.64,84,509,yes,1
88500.74,85234.0,36,822,yes,1
116412.43,59726.62,60,632,yes,1
115474.34,46153.3,60,681,yes,1
33027.43,10919.28,24,624,yes,1
113020.05,24468.44,36,577,yes,1
54805.23,12024.21,48,480,yes,1
65616.55,24577.0,24,677,yes,1
48794.24,26970.97,36,498,yes,1
47246.0,13959.77,36,309,yes,1
29126.74,15648.44,24,345,no,1
58874.96,46649.52,84,649,yes,1
84915.8,38297.79,84,539,no,1
80433.15,40325.53,48,579,no,1
29797.67,9965.22,24,389,no,1
29403.84,12311.74,24,582,yes,1
79831.99,68094.46,24,654,yes,1
70255.8,25495.14,48,609,yes,1
57713.86,34146.35,24,642,yes,1
80973.06,61119.17,84,768,yes,1
54472.1,12702.89,24,431,yes,1
51220.87,29513.31,72,603,yes,1
61910.67,16009.35,24,507,yes,1
28382.2,16899.53,36,338,yes,1
109578.76,62043.1,72,837,yes,1
74137.06,60562.59,24,668,yes,1
75284.78,64437.8,36,654,yes,1
25240.46,8336.5,48,303,no,1
109164.38,37355.66,84,590,no,1
79784.26,21633.43,48,648,yes,1
32063.67,11418.08,60,527,no,1
76734.21,55323.5,60,689,yes,1
73933.24,37001.43,60,403,no,1
107488.81,53222.74,24,726,yes,1
77054.77,35665.15,24,741,no,1
97814.67,42813.96,36,673,yes,1
46867.98,22556.94,60,593,no,1
48750.95,32296.69,24,610,yes,1
38130.17,8208.38,24,345,no,1
48671.21,21788.14,72,440,no,1
61097.87,32179.62,24,525,no,1
53891.99,20187.93,36,691,yes,1
118482.7,26529.18,36,587,yes,1
73886.6,27433.26,36,551,no,1
98717.37,21010.35,36,567,no,1
48270.17,14959.86,24,440,no,1
66765.61,29298.82,24,532,yes,1
34253.52,18641.95,48,486,no,1
49717.52,17423.03,36,323,no,1
86852.76,88535.1,60,799,yes,1
26988.02,11760.43,36,547,no,1
88077.79,72620.73,84,847,yes,1
108656.47,84819.91,24,669,yes,1
59709.86,31228.01,24,537,yes,1
49179.21,15493.49,84,538,yes,1
119193.32,38241.09,48,552,no,1
27697.07,15131.24,72,517,no,1
109232.37,60185.41,24,508,yes,1
37161.31,7673.56,48,346,no,1
91652.49,72667.16,84,743,no,1
81061.14,44716.55,60,658,no,1
104944.11,64114.19,84,645,no,1
101950.63,61247.41,72,624,yes,1
43908.12,11418.42,36,563,yes,1
56623.91,31834.07,36,608,no,1
32509.89,15649.98,48,522,no,1
74142.74,30260.05,36,642,yes,1
88242.2,75181.27,60,745,yes,1
68705.68,42657.76,60,603,yes,1
88739.37,61618.15,36,765,no,1
112828.45,36821.47,24,566,yes,1
117279.37,59022.04,24,594,no,1
43515.34,21843.15,48,356,yes,1
51073.0,40910.05,84,647,yes,1
42410.2,16887.81,24,552,no,1
41444.43,20733.01,24,353,no,1
101724.85,77439.89,24,686,yes,1
117126.48,31401.44,24,515,yes,1
49099.09,26827.43,36,467,yes,1
92061.18,68018.35,48,785,yes,1
56658.79,42524.74,84,613,yes,1
26285.7,12490.7,24,364,no,1
36155.69,11632.46,60,528,yes,1
87955.28,27064.83,24,624,yes,1
86625.98,71041.18,72,761,no,1
35932.37,13404.71,24,438,yes,1
96446.77,20358.92,24,579,no,1
43315.55,19443.43,36,345,yes,1
28123.21,9240.07,24,348,no,1
88312.83,59173.22,36,805,yes,1
55993.2,36079.35,60,723,no,1
62785.17,15527.87,24,551,yes,1
26452.64,12872.31,24,357,no,1
99016.81,73953.82,60,633,no,1
28858.94,7483.05,60,347,yes,1
51260.18,43387.64,36,659,yes,1
28789.05,10799.82,24,377,no,1
31448.24,10147.7,48,548,no,1
114062.73,77715.75,60,695,no,1
61235.25,30242.82,60,447,no,1
65963.71,57790.12,60,620,no,1
91720.58,57709.35,36,615,no,1
34832.0,6883.56,48,448,yes,1
67717.34,41992.08,60,603,no,1
50689.79,12587.56,36,419,no,1
92901.02,33358.05,60,553,yes,1
116665.31,77213.5,24,819,yes,1
115867.35,33888.75,24,614,yes,1
106316.31,75778.68,72,652,no,1
65591.26,82218.1,36,746,yes,1
119439.3,78815.62,24,726,no,1
113727.06,86266.16,84,787,yes,1
65909.98,79474.14,72,702,yes,1
108517.16,81878.09,24,711,no,1
46871.47,14734.6,24,437,no,1
100515.03,79258.72,60,812,yes,1
41344.08,17458.65,84,488,no,1
103622.64,79254.9,36,780,yes,1
72349.45,27699.5,24,678,yes,1
30309.34,16912.68,48,320,no,1
63468.4,14072.74,72,409,yes,1
83199.14,47322.54,24,833,yes,1
55372.04,35844.88,60,721,no,1
93154.39,88403.16,24,802,no,1
88983.08,53862.21,36,797,yes,1
91126.8,42289.51,60,590,yes,1
79873.31,84262.83,60,727,yes,1
114075.05,37426.95,36,614,no,1
106922.23,30542.85,48,553,no,1
104973.01,83736.37,36,821,yes,1
117701.04,69496.28,60,794,yes,1
39398.55,15285.61,60,536,no,1
109389.33,65438.38,36,826,yes,1
73448.94,28654.96,48,446,no,1
84687.28,60196.17,36,715,yes,1
25869.19,16168.04,36,551,no,1
59113.81,45422.03,36,653,yes,1
51744.23,36515.1,24,607,no,1
34873.52,9496.04,60,435,no,1
82237.45,23275.63,48,504,no,1
87478.97,53482.17,48,562,no,1
49506.59,25920.05,36,402,yes,1
34657.55,13055.49,24,407,yes,1
71508.19,42501.05,36,657,yes,1
117903.23,84907.63,72,662,no,1
57885.61,16406.05,48,431,no,1
103432.87,77635.68,36,839,yes,1
67616.94,28639.4,72,565,yes,1
68811.27,42543.06,72,409,no,1
44723.26,34325.86,36,603,no,1
26043.75,7096.84,84,325,yes,1
63866.77,24984.39,84,424,yes,1
71877.3,61380.93,72,616,yes,1
43453.13,24149.05,24,456,yes,1
67215.96,46046.38,24,607,no,1
29403.64,13697.84,72,335,no,1
64311.3,29682.11,72,656,yes,1
66233.74,38455.38,60,542,no,1
71567.56,30211.69,48,437,yes,1
51011.07,27821.43,36,601,yes,1
73834.62,41882.17,24,573,no,1
35084.63,21359.53,48,627,no,1
118918.9,46951.57,24,509,no,1
105262.9,73565.7,72,689,yes,1
87175.15,64494.28,24,716,no,1
104287.76,74692.16,24,829,yes,1
84167.38,68163.08,48,710,yes,1
110228.32,29222.66,48,648,yes,1
94084.43,69334.23,36,636,yes,1
109541.29,59187.04,72,604,no,1
45452.4,9913.17,72,555,no,1
63297.24,35334.71,24,544,yes,1
115198.69,54170.96,36,587,no,1
78477.75,16730.68,48,546,yes,1
58032.54,19889.07,36,595,no,1
99246.29,73245.26,24,779,yes,1
113357.54,76496.54,72,770,no,1
37061.31,13509.95,48,385,no,1
55565.85,20676.34,60,573,yes,1
54623.66,15941.6,24,485,no,1
79051.08,18408.98,48,503,no,1
73109.22,44197.71,24,643,no,1
105178.04,78543.17,24,845,yes,1
82067.48,73079.38,36,790,yes,1
63560.74,33379.8,24,619,yes,1
40821.7,11673.51,84,546,no,1
72240.56,32633.56,60,485,no,1
93870.18,55402.03,24,761,yes,1
109397.14,43446.11,84,691,no,1
62997.99,21321.14,72,582,no,1
43527.19,11795.5,36,427,no,1
115809.09,64103.52,84,638,no,1
